beneficiaire_action_menee;action_representation_interet_id;action_menee_en_propre
FEDERATION FRANCAISE D EQUITATION;27231;0
VITAGORA POLE;27232;0
NATURABUY;27233;0
INGENIERIE GEOGRAPHIQUE NUMERIQUE FRANCAISE A L INTERNATIONAL;27234;0
INTERPRO CHASSE;27235;0
FONDATION ASSISTANCE AUX ANIMAUX;27236;0
FEDERATION NATIONALE DES CHASSEURS;27237;0
INGENIERIE GEOGRAPHIQUE NUMERIQUE FRANCAISE A L INTERNATIONAL;27238;0
CASINO SERVICES;27239;0
FONDATION ASSISTANCE AUX ANIMAUX;27240;0
SBM FORMULATION;27241;0
INTERPRO CHASSE;27242;0
VITAGORA POLE;27243;0
UNHJ;27244;0
FEDERATION FRANCAISE D EQUITATION;27245;0
NUM'AXES SA A DIRECTOIRE CONSEIL SURV;27246;0
FEDERATION NATIONALE DES CHASSEURS;27247;0
FEDERATION FRANCAISE DE TIR;27247;0
FEDERATION FRANCAISE DE BALL TRAP;27247;0
CHAMBRE SYND NATIONALE INDUST DE L ARME;27247;0
CHAMBRE SYNDICALE NAT ARMURIERS;27247;0
Association Nationale de Défense des Tireurs Amateurs et Collectionneurs d’Armes;27247;0
CONTRALCO;27248;0
GOOD ANGEL;27248;0
FONDATION ASSISTANCE AUX ANIMAUX;27249;0
FININDUSCO;27250;0
INTERPRO CHASSE;27251;0
FEDERATION NATIONALE DES CHASSEURS;27252;0
FEDERATION FRANCAISE DE TIR;27252;0
FEDERATION FRANCAISE DE BALL TRAP;27252;0
CHAMBRE SYND NATIONALE INDUST DE L ARME;27252;0
CHAMBRE SYNDICALE NAT ARMURIERS;27252;0
Association Nationale de Défense des Tireurs Amateurs et Collectionneurs d’Armes;27252;0
TWITTER FRANCE SAS;27253;1
TWITTER FRANCE SAS;27254;1
TWITTER FRANCE SAS;27255;1
TWITTER FRANCE SAS;27256;1
TWITTER FRANCE SAS;27257;1
TWITTER FRANCE SAS;27258;1
TWITTER FRANCE SAS;27259;1
TWITTER FRANCE SAS;27260;1
TWITTER FRANCE SAS;27261;1
TWITTER FRANCE SAS;27262;1
TWITTER FRANCE SAS;27263;1
TWITTER FRANCE SAS;27264;1
TWITTER FRANCE SAS;27265;1
FONDATION DU PATRIMOINE;27266;1
FONDATION DU PATRIMOINE;27267;1
FONDATION DU PATRIMOINE;27268;1
FONDATION DU PATRIMOINE;27269;1
FONDATION DU PATRIMOINE;27270;1
COMITE LIAISON ENERGIES RENOUVELABLES;27271;0
CCFD TERRE SOLIDAIRE;27271;0
RESEAU  SORTIR DU NUCLEAIRE;27271;0
ASSOCIATION 4 D;27271;0
GREENPEACE FRANCE;27271;0
ASSO ZERO WASTE FRANCE;27271;0
ASSOCIATION REFEDD;27271;0
AGIR POUR L'ENVIRONNEMENT;27271;0
ALTERNATIBA;27271;0
FONDATION POUR LA NATURE ET L'HOMME;27271;0
FONDS MONDIAL POUR LA NATURE FRANCE;27271;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27271;0
ALOFA TUVALU;27271;0
SECOURS CATHOLIQUE;27271;0
FED FRANC SOC PROTECT NATURE;27271;0
HESPUL;27271;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27271;0
LIGUE FRANCAISE PROTECTION OISEAUX;27271;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27271;0
OXFAM FRANCE AGIR ICI;27271;0
LES AMIS DE LA TERRE;27271;0
COMITE LIAISON ENERGIES RENOUVELABLES;27272;0
CCFD TERRE SOLIDAIRE;27272;0
RESEAU  SORTIR DU NUCLEAIRE;27272;0
ASSOCIATION 4 D;27272;0
GREENPEACE FRANCE;27272;0
ASSO ZERO WASTE FRANCE;27272;0
ASSOCIATION REFEDD;27272;0
AGIR POUR L'ENVIRONNEMENT;27272;0
ALTERNATIBA;27272;0
FONDATION POUR LA NATURE ET L'HOMME;27272;0
FONDS MONDIAL POUR LA NATURE FRANCE;27272;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27272;0
ALOFA TUVALU;27272;0
SECOURS CATHOLIQUE;27272;0
FED FRANC SOC PROTECT NATURE;27272;0
HESPUL;27272;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27272;0
LIGUE FRANCAISE PROTECTION OISEAUX;27272;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27272;0
OXFAM FRANCE AGIR ICI;27272;0
LES AMIS DE LA TERRE;27272;0
COMITE LIAISON ENERGIES RENOUVELABLES;27273;0
CCFD TERRE SOLIDAIRE;27273;0
RESEAU  SORTIR DU NUCLEAIRE;27273;0
ASSOCIATION 4 D;27273;0
GREENPEACE FRANCE;27273;0
ASSO ZERO WASTE FRANCE;27273;0
ASSOCIATION REFEDD;27273;0
AGIR POUR L'ENVIRONNEMENT;27273;0
ALTERNATIBA;27273;0
FONDATION POUR LA NATURE ET L'HOMME;27273;0
FONDS MONDIAL POUR LA NATURE FRANCE;27273;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27273;0
ALOFA TUVALU;27273;0
SECOURS CATHOLIQUE;27273;0
FED FRANC SOC PROTECT NATURE;27273;0
HESPUL;27273;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27273;0
LIGUE FRANCAISE PROTECTION OISEAUX;27273;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27273;0
OXFAM FRANCE AGIR ICI;27273;0
LES AMIS DE LA TERRE;27273;0
COMITE LIAISON ENERGIES RENOUVELABLES;27274;0
CCFD TERRE SOLIDAIRE;27274;0
RESEAU  SORTIR DU NUCLEAIRE;27274;0
ASSOCIATION 4 D;27274;0
GREENPEACE FRANCE;27274;0
ASSO ZERO WASTE FRANCE;27274;0
ASSOCIATION REFEDD;27274;0
AGIR POUR L'ENVIRONNEMENT;27274;0
ALTERNATIBA;27274;0
FONDATION POUR LA NATURE ET L'HOMME;27274;0
FONDS MONDIAL POUR LA NATURE FRANCE;27274;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27274;0
ALOFA TUVALU;27274;0
SECOURS CATHOLIQUE;27274;0
FED FRANC SOC PROTECT NATURE;27274;0
HESPUL;27274;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27274;0
LIGUE FRANCAISE PROTECTION OISEAUX;27274;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27274;0
OXFAM FRANCE AGIR ICI;27274;0
LES AMIS DE LA TERRE;27274;0
COMITE LIAISON ENERGIES RENOUVELABLES;27275;0
CCFD TERRE SOLIDAIRE;27275;0
RESEAU  SORTIR DU NUCLEAIRE;27275;0
ASSOCIATION 4 D;27275;0
GREENPEACE FRANCE;27275;0
ASSO ZERO WASTE FRANCE;27275;0
ASSOCIATION REFEDD;27275;0
AGIR POUR L'ENVIRONNEMENT;27275;0
ALTERNATIBA;27275;0
FONDATION POUR LA NATURE ET L'HOMME;27275;0
FONDS MONDIAL POUR LA NATURE FRANCE;27275;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27275;0
ALOFA TUVALU;27275;0
SECOURS CATHOLIQUE;27275;0
FED FRANC SOC PROTECT NATURE;27275;0
HESPUL;27275;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27275;0
LIGUE FRANCAISE PROTECTION OISEAUX;27275;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27275;0
OXFAM FRANCE AGIR ICI;27275;0
LES AMIS DE LA TERRE;27275;0
COMITE LIAISON ENERGIES RENOUVELABLES;27276;0
CCFD TERRE SOLIDAIRE;27276;0
RESEAU  SORTIR DU NUCLEAIRE;27276;0
ASSOCIATION 4 D;27276;0
GREENPEACE FRANCE;27276;0
ASSO ZERO WASTE FRANCE;27276;0
ASSOCIATION REFEDD;27276;0
AGIR POUR L'ENVIRONNEMENT;27276;0
ALTERNATIBA;27276;0
FONDATION POUR LA NATURE ET L'HOMME;27276;0
FONDS MONDIAL POUR LA NATURE FRANCE;27276;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27276;0
ALOFA TUVALU;27276;0
SECOURS CATHOLIQUE;27276;0
FED FRANC SOC PROTECT NATURE;27276;0
HESPUL;27276;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27276;0
LIGUE FRANCAISE PROTECTION OISEAUX;27276;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27276;0
OXFAM FRANCE AGIR ICI;27276;0
LES AMIS DE LA TERRE;27276;0
COMITE LIAISON ENERGIES RENOUVELABLES;27277;0
CCFD TERRE SOLIDAIRE;27277;0
RESEAU  SORTIR DU NUCLEAIRE;27277;0
ASSOCIATION 4 D;27277;0
GREENPEACE FRANCE;27277;0
ASSO ZERO WASTE FRANCE;27277;0
ASSOCIATION REFEDD;27277;0
AGIR POUR L'ENVIRONNEMENT;27277;0
ALTERNATIBA;27277;0
FONDATION POUR LA NATURE ET L'HOMME;27277;0
FONDS MONDIAL POUR LA NATURE FRANCE;27277;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27277;0
ALOFA TUVALU;27277;0
SECOURS CATHOLIQUE;27277;0
FED FRANC SOC PROTECT NATURE;27277;0
HESPUL;27277;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27277;0
LIGUE FRANCAISE PROTECTION OISEAUX;27277;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27277;0
OXFAM FRANCE AGIR ICI;27277;0
LES AMIS DE LA TERRE;27277;0
FONDATION POUR LA NATURE ET L'HOMME;27278;0
SECOURS CATHOLIQUE;27278;0
AGIR POUR L'ENVIRONNEMENT;27278;0
ALOFA TUVALU;27278;0
ALTERNATIBA;27278;0
LES AMIS DE LA TERRE;27278;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27278;0
CCFD TERRE SOLIDAIRE;27278;0
COMITE LIAISON ENERGIES RENOUVELABLES;27278;0
FED FRANC SOC PROTECT NATURE;27278;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27278;0
GREENPEACE FRANCE;27278;0
HESPUL;27278;0
LIGUE FRANCAISE PROTECTION OISEAUX;27278;0
OXFAM FRANCE AGIR ICI;27278;0
ASSOCIATION REFEDD;27278;0
RESEAU  SORTIR DU NUCLEAIRE;27278;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27278;0
FONDS MONDIAL POUR LA NATURE FRANCE;27278;0
ASSO ZERO WASTE FRANCE;27278;0
ASSOCIATION 4 D;27278;0
FONDATION POUR LA NATURE ET L'HOMME;27279;0
SECOURS CATHOLIQUE;27279;0
AGIR POUR L'ENVIRONNEMENT;27279;0
ALOFA TUVALU;27279;0
ALTERNATIBA;27279;0
LES AMIS DE LA TERRE;27279;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27279;0
CCFD TERRE SOLIDAIRE;27279;0
COMITE LIAISON ENERGIES RENOUVELABLES;27279;0
FED FRANC SOC PROTECT NATURE;27279;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27279;0
GREENPEACE FRANCE;27279;0
HESPUL;27279;0
LIGUE FRANCAISE PROTECTION OISEAUX;27279;0
OXFAM FRANCE AGIR ICI;27279;0
ASSOCIATION REFEDD;27279;0
RESEAU  SORTIR DU NUCLEAIRE;27279;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27279;0
FONDS MONDIAL POUR LA NATURE FRANCE;27279;0
ASSO ZERO WASTE FRANCE;27279;0
ASSOCIATION 4 D;27279;0
FONDATION POUR LA NATURE ET L'HOMME;27280;0
SECOURS CATHOLIQUE;27280;0
AGIR POUR L'ENVIRONNEMENT;27280;0
ALOFA TUVALU;27280;0
ALTERNATIBA;27280;0
LES AMIS DE LA TERRE;27280;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27280;0
CCFD TERRE SOLIDAIRE;27280;0
COMITE LIAISON ENERGIES RENOUVELABLES;27280;0
FED FRANC SOC PROTECT NATURE;27280;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27280;0
GREENPEACE FRANCE;27280;0
HESPUL;27280;0
LIGUE FRANCAISE PROTECTION OISEAUX;27280;0
OXFAM FRANCE AGIR ICI;27280;0
ASSOCIATION REFEDD;27280;0
RESEAU  SORTIR DU NUCLEAIRE;27280;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27280;0
FONDS MONDIAL POUR LA NATURE FRANCE;27280;0
ASSO ZERO WASTE FRANCE;27280;0
ASSOCIATION 4 D;27280;0
FONDATION POUR LA NATURE ET L'HOMME;27281;0
SECOURS CATHOLIQUE;27281;0
AGIR POUR L'ENVIRONNEMENT;27281;0
ALOFA TUVALU;27281;0
ALTERNATIBA;27281;0
LES AMIS DE LA TERRE;27281;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27281;0
CCFD TERRE SOLIDAIRE;27281;0
COMITE LIAISON ENERGIES RENOUVELABLES;27281;0
FED FRANC SOC PROTECT NATURE;27281;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27281;0
GREENPEACE FRANCE;27281;0
HESPUL;27281;0
LIGUE FRANCAISE PROTECTION OISEAUX;27281;0
OXFAM FRANCE AGIR ICI;27281;0
ASSOCIATION REFEDD;27281;0
RESEAU  SORTIR DU NUCLEAIRE;27281;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27281;0
FONDS MONDIAL POUR LA NATURE FRANCE;27281;0
ASSO ZERO WASTE FRANCE;27281;0
ASSOCIATION 4 D;27281;0
FONDATION POUR LA NATURE ET L'HOMME;27282;0
SECOURS CATHOLIQUE;27282;0
AGIR POUR L'ENVIRONNEMENT;27282;0
ALOFA TUVALU;27282;0
ALTERNATIBA;27282;0
LES AMIS DE LA TERRE;27282;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27282;0
CCFD TERRE SOLIDAIRE;27282;0
COMITE LIAISON ENERGIES RENOUVELABLES;27282;0
FED FRANC SOC PROTECT NATURE;27282;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27282;0
GREENPEACE FRANCE;27282;0
HESPUL;27282;0
LIGUE FRANCAISE PROTECTION OISEAUX;27282;0
OXFAM FRANCE AGIR ICI;27282;0
ASSOCIATION REFEDD;27282;0
RESEAU  SORTIR DU NUCLEAIRE;27282;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27282;0
FONDS MONDIAL POUR LA NATURE FRANCE;27282;0
ASSO ZERO WASTE FRANCE;27282;0
ASSOCIATION 4 D;27282;0
FONDATION POUR LA NATURE ET L'HOMME;27283;0
SECOURS CATHOLIQUE;27283;0
AGIR POUR L'ENVIRONNEMENT;27283;0
ALOFA TUVALU;27283;0
ALTERNATIBA;27283;0
LES AMIS DE LA TERRE;27283;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27283;0
CCFD TERRE SOLIDAIRE;27283;0
COMITE LIAISON ENERGIES RENOUVELABLES;27283;0
FED FRANC SOC PROTECT NATURE;27283;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27283;0
GREENPEACE FRANCE;27283;0
HESPUL;27283;0
LIGUE FRANCAISE PROTECTION OISEAUX;27283;0
OXFAM FRANCE AGIR ICI;27283;0
ASSOCIATION REFEDD;27283;0
RESEAU  SORTIR DU NUCLEAIRE;27283;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27283;0
FONDS MONDIAL POUR LA NATURE FRANCE;27283;0
ASSO ZERO WASTE FRANCE;27283;0
ASSOCIATION 4 D;27283;0
FONDATION POUR LA NATURE ET L'HOMME;27284;0
SECOURS CATHOLIQUE;27284;0
AGIR POUR L'ENVIRONNEMENT;27284;0
ALOFA TUVALU;27284;0
ALTERNATIBA;27284;0
LES AMIS DE LA TERRE;27284;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27284;0
CCFD TERRE SOLIDAIRE;27284;0
COMITE LIAISON ENERGIES RENOUVELABLES;27284;0
FED FRANC SOC PROTECT NATURE;27284;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27284;0
GREENPEACE FRANCE;27284;0
HESPUL;27284;0
LIGUE FRANCAISE PROTECTION OISEAUX;27284;0
OXFAM FRANCE AGIR ICI;27284;0
ASSOCIATION REFEDD;27284;0
RESEAU  SORTIR DU NUCLEAIRE;27284;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27284;0
FONDS MONDIAL POUR LA NATURE FRANCE;27284;0
ASSO ZERO WASTE FRANCE;27284;0
ASSOCIATION 4 D;27284;0
FONDATION POUR LA NATURE ET L'HOMME;27285;0
SECOURS CATHOLIQUE;27285;0
AGIR POUR L'ENVIRONNEMENT;27285;0
ALOFA TUVALU;27285;0
ALTERNATIBA;27285;0
LES AMIS DE LA TERRE;27285;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27285;0
CCFD TERRE SOLIDAIRE;27285;0
COMITE LIAISON ENERGIES RENOUVELABLES;27285;0
FED FRANC SOC PROTECT NATURE;27285;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27285;0
GREENPEACE FRANCE;27285;0
HESPUL;27285;0
LIGUE FRANCAISE PROTECTION OISEAUX;27285;0
OXFAM FRANCE AGIR ICI;27285;0
ASSOCIATION REFEDD;27285;0
RESEAU  SORTIR DU NUCLEAIRE;27285;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27285;0
FONDS MONDIAL POUR LA NATURE FRANCE;27285;0
ASSO ZERO WASTE FRANCE;27285;0
ASSOCIATION 4 D;27285;0
FONDATION NICOLAS HULOT NATURE & L HOMME;27286;0
AGIR POUR L'ENVIRONNEMENT;27286;0
ALOFA TUVALU;27286;0
ALTERNATIBA;27286;0
LES AMIS DE LA TERRE;27286;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27286;0
CCFD TERRE SOLIDAIRE;27286;0
COMITE LIAISON ENERGIES RENOUVELABLES;27286;0
FED FRANC SOC PROTECT NATURE;27286;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27286;0
GREENPEACE FRANCE;27286;0
HESPUL;27286;0
LIGUE FRANCAISE PROTECTION OISEAUX;27286;0
OXFAM FRANCE AGIR ICI;27286;0
ASSOCIATION REFEDD;27286;0
RESEAU  SORTIR DU NUCLEAIRE;27286;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27286;0
FONDS MONDIAL POUR LA NATURE FRANCE;27286;0
ASSO ZERO WASTE FRANCE;27286;0
ASSOCIATION 4 D;27286;0
FONDATION NICOLAS HULOT NATURE & L HOMME;27287;0
AGIR POUR L'ENVIRONNEMENT;27287;0
ALOFA TUVALU;27287;0
ALTERNATIBA;27287;0
LES AMIS DE LA TERRE;27287;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27287;0
CCFD TERRE SOLIDAIRE;27287;0
COMITE LIAISON ENERGIES RENOUVELABLES;27287;0
FED FRANC SOC PROTECT NATURE;27287;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27287;0
GREENPEACE FRANCE;27287;0
HESPUL;27287;0
LIGUE FRANCAISE PROTECTION OISEAUX;27287;0
OXFAM FRANCE AGIR ICI;27287;0
ASSOCIATION REFEDD;27287;0
RESEAU  SORTIR DU NUCLEAIRE;27287;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27287;0
FONDS MONDIAL POUR LA NATURE FRANCE;27287;0
ASSO ZERO WASTE FRANCE;27287;0
ASSOCIATION 4 D;27287;0
FONDATION NICOLAS HULOT NATURE & L HOMME;27288;0
AGIR POUR L'ENVIRONNEMENT;27288;0
ALOFA TUVALU;27288;0
ALTERNATIBA;27288;0
LES AMIS DE LA TERRE;27288;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27288;0
CCFD TERRE SOLIDAIRE;27288;0
COMITE LIAISON ENERGIES RENOUVELABLES;27288;0
FED FRANC SOC PROTECT NATURE;27288;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27288;0
GREENPEACE FRANCE;27288;0
HESPUL;27288;0
LIGUE FRANCAISE PROTECTION OISEAUX;27288;0
OXFAM FRANCE AGIR ICI;27288;0
ASSOCIATION REFEDD;27288;0
RESEAU  SORTIR DU NUCLEAIRE;27288;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27288;0
FONDS MONDIAL POUR LA NATURE FRANCE;27288;0
ASSO ZERO WASTE FRANCE;27288;0
ASSOCIATION 4 D;27288;0
FONDATION NICOLAS HULOT NATURE & L HOMME;27289;0
AGIR POUR L'ENVIRONNEMENT;27289;0
ALOFA TUVALU;27289;0
ALTERNATIBA;27289;0
LES AMIS DE LA TERRE;27289;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27289;0
CCFD TERRE SOLIDAIRE;27289;0
COMITE LIAISON ENERGIES RENOUVELABLES;27289;0
FED FRANC SOC PROTECT NATURE;27289;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27289;0
GREENPEACE FRANCE;27289;0
HESPUL;27289;0
LIGUE FRANCAISE PROTECTION OISEAUX;27289;0
OXFAM FRANCE AGIR ICI;27289;0
ASSOCIATION REFEDD;27289;0
RESEAU  SORTIR DU NUCLEAIRE;27289;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27289;0
FONDS MONDIAL POUR LA NATURE FRANCE;27289;0
ASSO ZERO WASTE FRANCE;27289;0
ASSOCIATION 4 D;27289;0
FONDATION NICOLAS HULOT NATURE & L HOMME;27290;0
AGIR POUR L'ENVIRONNEMENT;27290;0
ALOFA TUVALU;27290;0
ALTERNATIBA;27290;0
LES AMIS DE LA TERRE;27290;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27290;0
CCFD TERRE SOLIDAIRE;27290;0
COMITE LIAISON ENERGIES RENOUVELABLES;27290;0
FED FRANC SOC PROTECT NATURE;27290;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27290;0
GREENPEACE FRANCE;27290;0
HESPUL;27290;0
LIGUE FRANCAISE PROTECTION OISEAUX;27290;0
OXFAM FRANCE AGIR ICI;27290;0
ASSOCIATION REFEDD;27290;0
RESEAU  SORTIR DU NUCLEAIRE;27290;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27290;0
FONDS MONDIAL POUR LA NATURE FRANCE;27290;0
ASSO ZERO WASTE FRANCE;27290;0
ASSOCIATION 4 D;27290;0
FONDATION NICOLAS HULOT NATURE & L HOMME;27291;0
AGIR POUR L'ENVIRONNEMENT;27291;0
ALOFA TUVALU;27291;0
ALTERNATIBA;27291;0
LES AMIS DE LA TERRE;27291;0
FEDERATION NATIONALE DES ASSOCIATIONS D'USAGERS DES TRANSPORTS - F.N.A.U.T.;27291;0
CCFD TERRE SOLIDAIRE;27291;0
COMITE LIAISON ENERGIES RENOUVELABLES;27291;0
FED FRANC SOC PROTECT NATURE;27291;0
FEDERATION FRANCAISE USAGERS BICYCLETTE;27291;0
GREENPEACE FRANCE;27291;0
HESPUL;27291;0
LIGUE FRANCAISE PROTECTION OISEAUX;27291;0
OXFAM FRANCE AGIR ICI;27291;0
ASSOCIATION REFEDD;27291;0
RESEAU  SORTIR DU NUCLEAIRE;27291;0
WOMEN IN EUROPE FOR A COMMON FUTURE - FRANCE;27291;0
FONDS MONDIAL POUR LA NATURE FRANCE;27291;0
ASSO ZERO WASTE FRANCE;27291;0
ASSOCIATION 4 D;27291;0
JT INTERNATIONAL FRANCE;27292;1
JT INTERNATIONAL FRANCE;27293;1
JT INTERNATIONAL FRANCE;27294;1
JT INTERNATIONAL FRANCE;27295;1
JT INTERNATIONAL FRANCE;27296;1
JT INTERNATIONAL FRANCE;27297;1
CHAMBRE DE COMMERCE ET D'INDUSTRIE DES COTES D'ARMOR;27298;1
CHAMBRE DE COMMERCE ET D'INDUSTRIE DES COTES D'ARMOR;27299;1
CHAMBRE DE COMMERCE ET D'INDUSTRIE DES COTES D'ARMOR;27300;1
CHAMBRE DE COMMERCE ET D'INDUSTRIE DES COTES D'ARMOR;27301;1
CHAMBRE DE COMMERCE ET D'INDUSTRIE DES COTES D'ARMOR;27302;1
CHAMBRE DE COMMERCE ET D'INDUSTRIE DES COTES D'ARMOR;27303;1
GROUPE LIMAGRAIN HOLDING;27304;0
ASSOCIATION DES CCI METROPOLITAINES (ACCIM);27305;0
ASSOCIATION DES CCI METROPOLITAINES (ACCIM);27306;0
NATURE AND PEOPLE FIRST;27307;0
NATURE AND PEOPLE FIRST;27308;0
ASSOCIATION DES CCI METROPOLITAINES (ACCIM);27309;0
VERNEY-CARRON S.A.;27310;0
GROUPE LIMAGRAIN HOLDING;27311;0
ASSOCIATION DES CCI METROPOLITAINES (ACCIM);27312;0
NATURE AND PEOPLE FIRST;27313;0
ASSOCIATION DES CCI METROPOLITAINES (ACCIM);27314;0
GROUPEMENT DE PROFESSIONS DE LA MESURE;27315;0
GROUPEMENT DE PROFESSIONS DE LA MESURE;27316;0
VERNEY-CARRON S.A.;27317;0
GROUPE LIMAGRAIN HOLDING;27318;0
ASSOCIATION DES CCI METROPOLITAINES (ACCIM);27319;0
NATURE AND PEOPLE FIRST;27320;0
GROUPE LIMAGRAIN HOLDING;27321;0
VERNEY-CARRON S.A.;27322;0
SYNERGIE TRANSPORT ROUTIER LOIRE;27323;0
GROUPEMENT DE PROFESSIONS DE LA MESURE;27324;0
ALTEO GARDANNE;27325;1
ALTEO GARDANNE;27326;1
CGPME DE HAUTE SAVOIE;27327;1
GPT DES INDUSTRIELS ET FABRICANTS  OPTIQUE;27328;1
GPT DES INDUSTRIELS ET FABRICANTS  OPTIQUE;27329;1
GPT DES INDUSTRIELS ET FABRICANTS  OPTIQUE;27330;1
GPT DES INDUSTRIELS ET FABRICANTS  OPTIQUE;27331;1
NEXT RADIO TV;27332;0
NEXT RADIO TV;27333;0
NEXT RADIO TV;27334;0
NEXT RADIO TV;27335;0
ALTICE FRANCE;27336;1
NEXT RADIO TV;27337;0
ALTICE FRANCE;27338;1
ALTICE FRANCE;27339;1
SFR GROUP;27340;1
SFR GROUP;27341;1
SFR GROUP;27342;1
SFR GROUP;27343;1
SFR GROUP;27344;1
SFR GROUP;27345;1
SFR GROUP;27346;1
SFR GROUP;27347;1
SFR GROUP;27348;1
MARQUAT GENIE BIOMEDICAL;27349;1
DOREMI;27350;1
DOREMI;27351;1
DOREMI;27352;1
EDENRED;27353;1
GADOL OPTIC 2000;27354;1
GADOL OPTIC 2000;27355;1
GADOL OPTIC 2000;27356;1
GADOL OPTIC 2000;27357;1
GADOL OPTIC 2000;27358;1
GADOL OPTIC 2000;27359;1
UBER FRANCE SAS;27360;0
UBER FRANCE SAS;27361;0
AMAZON FRANCE SERVICES SAS;27362;0
AMAZON FRANCE SERVICES SAS;27363;0
AMAZON FRANCE SERVICES SAS;27364;0
AMAZON FRANCE SERVICES SAS;27365;0
AMAZON FRANCE SERVICES SAS;27366;0
